x,y,vx,yaw,kappa
-28.894712496646097,27.944879981846675,11.270684123720184,-2.9883902906126005,0.04704040346190795
-29.128682365244412,27.907356839993007,11.058441445368457,-2.9764991462465433,0.05342760429354994
-29.356062449787586,27.867970776458936,10.847755823978702,-2.9633936021093925,0.060254787475497944
-29.577151969179624,27.82654082033383,10.638376299236272,-2.949037429159351,0.06748251783169758
-29.79225014232453,27.782886000707038,10.43002311021019,-2.9334042256868686,0.0750516728159118
-30.00165618812632,27.736825346667935,10.222384431866734,-2.9164796624474114,0.08288112475099457
-30.205669325488987,27.688177887305873,10.015112743808185,-2.8982637900445813,0.09086618766123111
-30.404588773316547,27.63676265171022,9.807820778059583,-2.8787732989946893,0.09887823764910877
-30.598713750513003,27.58239866897034,9.600076974228774,-2.858043592424875,0.10676592902712984
-30.78834347598236,27.524904968175594,9.391400342826984,-2.836130505322795,0.11435837883018081
-30.973777168628626,27.464100578415334,9.181254597170689,-2.81311148817374,0.1214705606084357
-31.15531404735581,27.39980452877893,8.969041355918327,-2.7890860727160143,0.1279109264304889
-31.33325333106791,27.331835848355748,8.779584571747872,-2.7641754588079746,0.13349097531998078
-31.507894238668946,27.260013566235145,8.633831408210341,-2.7385211072556817,0.1380361439028666
-31.679535989062913,27.184156711506475,8.530604381481842,-2.712282293377922,0.14139707270723462
-31.84847780115382,27.104084313259108,8.469046251447395,-2.6856326647006115,0.14346007587783316
-32.01501889384567,27.019615400582406,8.448591345161969,-2.658755943135716,0.1441555847703024
-32.17945848604249,26.930569002565733,8.4689454821914,-2.631841003328196,0.14346348989246283
-32.34208323276532,26.836766905896535,8.446150622715397,-2.6049480994149046,0.14423891197231117
-32.50289413259866,26.738093594889122,8.34683154236479,-2.577411867841006,0.1476919603889975
-32.66160835614163,26.634495850164953,8.243916922583445,-2.5490703862498827,0.1514024877245307
-32.81793087580543,26.5259231296786,8.13878416374879,-2.519881637455799,0.1553392608319856
-32.97156666400128,26.412324891384632,8.032778260890819,-2.4898077069522286,0.1594662611600434
-33.12222069314036,26.29365059323762,7.927212326998681,-2.45881553140616,0.1637417618295896
-33.26959793563389,26.16984969319213,7.823368212184207,-2.4268777615655783,0.16811751709007627
-33.41340336389306,26.040871649202735,7.722497042132189,-2.3939737268533645,0.17253812510610275
-33.55334195032908,25.906665919224007,7.625819525288912,-2.3600904813885224,0.1769406394629759
-33.689118667353135,25.767181961210518,7.534525903997084,-2.325223902125993,0.18125451605924642
-33.82043848737645,25.62236923311683,7.449775451285248,-2.2893797995995504,0.18540198738776217
-33.947006382810216,25.47217719289752,7.372695443237674,-2.2525749910400177,0.1892989523132572
-34.06852732606563,25.31655529850715,7.304379567570726,-2.214838275406921,0.1928564529943922
