x,y,vx,yaw,kappa
-11.712697711389017,19.827427926485893,15.0,-3.084206284510322,0.015568569344949292
-11.923534442319937,19.81495809615529,15.0,-3.0807822671043654,0.016858784205443813
-12.132731465903385,19.801840500167856,15.0,-3.0771125960374253,0.018158503878210937
-12.340398767261533,19.788028001218915,15.0,-3.0731978843746877,0.01946164570170787
-12.546646331516566,19.773473462003775,15.0,-3.0690396071360873,0.020761776971300112
-12.751584143790659,19.758129745217754,15.0,-3.0646401288762815,0.022052167915164123
-12.955322189205994,19.74194971355616,15.0,-3.0600027248927515,0.023325853258385203
-13.157970452884744,19.72488622971431,15.0,-3.055131595387721,0.024575701792413977
-13.359638919949095,19.70689215638752,15.0,-3.050031871978685,0.025794493095175855
-13.56043757552122,19.687920356271103,15.0,-3.044709616041273,0.02697500027551493
-13.760476404723299,19.667923692060377,15.0,-3.0391718084764126,0.028110077355715635
-13.959865392677512,19.646855026450645,15.0,-3.033426330619847,0.029192749669859745
-14.15871452450604,19.62466722213723,15.0,-3.0274819361539516,0.03021630545626338
-14.357133785331055,19.601313141815446,15.0,-3.0213482140364323,0.03117438667121337
-14.555233160274742,19.5767456481806,15.0,-3.0150355426242217,0.032061076959395834
-14.753122634459274,19.550917603928017,15.0,-3.008555035339273,0.032870984692382844
-14.950912193006836,19.523781871753002,14.985880068365146,-3.0019184783911776,0.03359931903605631
-15.1487118210396,19.495291314350872,14.85192857687994,-2.995138261234318,0.034241957133175814
-15.346631503679749,19.465398794416945,14.716538167209267,-2.9882273005893665,0.03479550068683161
-15.544781226049462,19.43405717464653,14.579582776619349,-2.981198958995172,0.03525732049862233
-15.743269549968907,19.401219168140617,14.440931647300774,-2.9740503008536057,0.03611030502250393
-15.942125810245198,19.366829160947162,14.30050160134533,-2.966585135042917,0.037876569585446794
-16.14125996258211,19.3308189919274,14.158286206432605,-2.958738753709366,0.03967553421376209
-16.340572083393784,19.293119461592564,14.014283589900108,-2.9505050748144366,0.04151160534837753
-16.53996224909436,19.253661370453894,13.868489678429542,-2.94187740496145,0.04338901173646249
-16.73933053609798,19.212375519022633,13.720897986308596,-2.932848464103806,0.04531180783773879
-16.938577020818784,19.16919270781002,13.571499380879148,-2.923410411119764,0.047283871411037424
-17.137601779670916,19.124043737327284,13.420281822460156,-2.9135548709241563,0.04930889513348976
-17.336304889068515,19.07685940808567,13.267230075678107,-2.9032729638175105,0.051390372023746696
-17.534586425425722,19.02757052059642,13.112325388725353,-2.8925553378089806,0.05353157437058289
-17.73234646515668,18.97610787537077,12.95554513658702,-2.8813922046901,0.055735525810755866
-17.929485084675527,18.92240227291995,12.796862423716451,-2.869773380680216,0.05800496615758247
-18.12590236039641,18.86638451375521,12.636245640981421,-2.8576883325097935,0.0603423085579188
-18.32149836873347,18.80798539838778,12.473657970928217,-2.8451262298522844,0.06274958855472684
-18.516173186100843,18.74713572732891,12.309056834492335,-2.8320760050562734,0.06522840466099306
-18.709826888912673,18.683766301089825,12.14239327119104,-2.818526421163603,0.0677798501154139
-18.9023595535831,18.61780792018177,11.973611243523482,-2.804466149222065,0.07040443559912568
-19.09367125652627,18.54919138511599,11.8026468547261,-2.789883855908016,0.07310200285498744
-19.283662074156318,18.477847496403704,11.629427467118033,-2.7747683024590293,0.07587162937641735
-19.47223209817335,18.40370709061427,11.45387070503514,-2.7591125078684726,0.07843194823054213
-19.65928913664157,18.326719206469186,11.385488677737515,-2.7431523477498785,0.07937692488384046
-19.844761225618264,18.24688059855769,11.314889888428178,-2.727024433705014,0.0803705657178418
